element;sp_num;obs_wl_air(A);unc_obs_wl;ritz_wl_air(A);unc_ritz_wl;intens;Aki(s^-1);Acc;Ei(cm-1);Ek(cm-1);conf_i;term_i;J_i;conf_k;term_k;J_k;Type;tp_ref;line_ref;
Ne;2;4522.4;0.5;4522.5125;0.0004;;;;224087.0092;246192.4130;2s2.2p4.(3P).3s;2P;3/2;2s2.2p4.(3P).3p;4P*;5/2;;;L9088c153;
Ne;2;4522.524;0.003;4522.5300;0.0008;12;;;280797.2387;302902.557;2s2.2p4.(3P).3d;4F;5/2;2s2.2p4.(3P<2>).4f;2[2]*;3/2;;;L1406;
Ne;2;4522.7191;0.0004;4522.7189;0.0004;200;;;281720.2755;303824.6705;2s2.2p4.(3P).3d;2P;3/2;2s2.2p4.(3P<0>).4f;2[3]*;5/2;;;L5951;
Ne;1;4525.7640;0.0010;4525.7656;0.0021;700;;;150121.5922;172211.107;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).8d;2[5/2]*;2;;;L7292;
Ne;1;4526.177;0.020;4526.167;0.010;500;;;150121.5922;172209.15;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).8d;2[3/2]*;1;;;L3469;
Ne;2;4526.458;0.010;4526.4518;0.0010;80w;;;283322.3319;305408.498;2s2.2p4.(3P).4s;2P;3/2;2s2.2p4.(1S).3p;2P*;1/2;;;L1406;
Ne;1;4526.685;0.020;4526.714;0.010;150*;;;150772.1118;172857.00;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).9s;2[1/2]*;1;;;L3469;
Ne;1;4526.685;0.020;4526.6543;0.0023;150*;;;150121.5922;172206.770;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).8d;2[3/2]*;2;;;L3469;
Ne;1;4527.725;0.020;4527.712;0.012;150;;;150772.1118;172852.13;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).9s;2[1/2]*;0;;;L3469;
Ne;1;4527.973;0.020;4527.975;0.012;10;;;150121.5922;172200.33;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).8d;2[1/2]*;0;;;L3469;
Ne;2;4528.483;0.003;4528.4819;0.0006;160;;;283322.3319;305398.5968;2s2.2p4.(3P).4s;2P;3/2;2s2.2p4.(1S).3p;2P*;3/2;;;L1406;
Ne;1;4529.476;0.020;4529.447;0.014;300;;;150917.4307;172988.99;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;2s2.2p5.(2P*<1/2>).8d;2[3/2]*;1;;;L3469;
Ne;1;4532.395;0.020;4532.399;0.014;10;;;150772.1118;172829.30;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).10d;2[3/2]*;1;;;L3469;
Ne;2;4534.52;0.04;4534.5247;0.0006;22w;;;280797.2387;302844.085;2s2.2p4.(3P).3d;4F;5/2;2s2.2p4.(3P<2>).4f;2[3]*;5/2;;;L1406;
Ne;2;4534.644;0.010;4534.6432;0.0008;80w;;;280797.2387;302843.509;2s2.2p4.(3P).3d;4F;5/2;2s2.2p4.(3P<2>).4f;2[3]*;7/2;;;L1406;
Ne;2;4535.374;0.003;4535.3719;0.0008;140;;;280947.0768;302989.805;2s2.2p4.(3P).3d;4F;3/2;2s2.2p4.(3P<2>).4f;2[1]*;3/2;;;L1406;
Ne;2;4535.572;0.010;4535.5665;0.0019;40w;;;280947.0768;302988.859;2s2.2p4.(3P).3d;4F;3/2;2s2.2p4.(3P<2>).4f;2[1]*;1/2;;;L1406;
Ne;1;4536.3003;0.0020;4536.2996;0.0003;1500;4.29e+05;C;148257.7898;170296.0099;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).5d;2[3/2]*;1;;T6976;L4498;
Ne;2;4537.195;0.020;4537.1814;0.0006;22;;;280797.2387;302831.176;2s2.2p4.(3P).3d;4F;5/2;2s2.2p4.(3P<2>).4f;2[4]*;7/2;;;L1406;
Ne;8;4537.55;0.06;4537.56;0.06;20;7.64e+07;A;[1818014.9];[1840047.0];1s2.8p;2P*;1/2;1s2.9s;2S;1/2;;T7495;L9090;
Ne;1;4537.6768;0.0020;4537.6762;0.0003;3000;4.77e+05;C+;148257.7898;170289.3243;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).5d;2[5/2]*;2;;T6976;L4498;
Ne;1;4537.7545;0.0004;4537.7551;0.0003;10000;8.16e+05;C+;148257.7898;170288.9415;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).5d;2[3/2]*;2;;T6976;L3451;
Ne;1;4538.3026;0.0020;4538.3007;0.0008;3000;;;149657.0392;171685.542;2s2.2p5.(2P*<3/2>).3p;2[5/2];3;2s2.2p5.(2P*<3/2>).7d;2[5/2]*;3;;;L4498;
Ne;1;4539.168;0.020;4539.1650;0.0013;500;;;149657.0392;171681.348;2s2.2p5.(2P*<3/2>).3p;2[5/2];3;2s2.2p5.(2P*<3/2>).7d;2[3/2]*;2;;;L3469;
Ne;7;;;4540;50;;5.5e+06;B;1172020;1194060;1s2.2p.3p;3P;1;1s2.2p.3d;3D*;1;;T5633c91,LS;;
Ne;1;4540.3801;0.0004;4540.3790;0.0009;500;;;149657.0392;171675.459;2s2.2p5.(2P*<3/2>).3p;2[5/2];3;2s2.2p5.(2P*<3/2>).7d;2[7/2]*;4;;;L3451;
Ne;2;4542.39;0.04;4542.403;0.003;12bl;;;306687.271;328695.882;2s2.2p4.(1D).3d;2F;5/2;2s2.2p4.(1D<2>).4f;2[2]*;3/2;;;L1406;
Ne;2;4542.48;0.04;4542.485;0.003;12bl;;;306687.654;328695.864;2s2.2p4.(1D).3d;2F;7/2;2s2.2p4.(1D<2>).4f;2[2]*;5/2;;;L1406;
Ne;8;4542.91;0.05;4542.90;0.05;20;1.54e+08;A;[1818040.8];[1840047.0];1s2.8p;2P*;3/2;1s2.9s;2S;1/2;;T7495;L9090;
Ne;2;4544.12;0.04;4544.1223;0.0008;12w;;;280989.5229;302989.805;2s2.2p4.(3P).3d;4P;3/2;2s2.2p4.(3P<2>).4f;2[1]*;3/2;;;L1406;
Ne;2;4544.32;0.04;4544.3177;0.0019;12w;;;280989.5229;302988.859;2s2.2p4.(3P).3d;4P;3/2;2s2.2p4.(3P<2>).4f;2[1]*;1/2;;;L1406;
Ne;1;4544.502;0.020;4544.492;0.010;500;;;150858.5079;172857.00;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).9s;2[1/2]*;1;;;L3469;
Ne;1;4545.729;0.020;4545.733;0.010;10;;;150772.1118;172764.60;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).11s;2[3/2]*;1;;;L3469;
Ne;1;4547.218;0.020;4547.1962;0.0004;100;;;149657.0392;171642.4494;2s2.2p5.(2P*<3/2>).3p;2[5/2];3;2s2.2p5.(2P*<1/2>).6d;2[5/2]*;3;;;L3469;
Ne;1;4547.728;0.020;4547.7082;0.0003;150;;;149657.0392;171639.9741;2s2.2p5.(2P*<3/2>).3p;2[5/2];3;2s2.2p5.(2P*<1/2>).6d;2[3/2]*;2;;;L3469;
Ne;9;;;4552;3;;1.395e+07;AA;8623000.;8644960.;1s.3s;3S;1;1s.3p;3P*;2;;T7543LS;;
Ne;7;;;4550;21;;3.2e+06;B;1172350;1194320;1s2.2p.3p;3P;2;1s2.2p.3d;3D*;2;;T5633c91,LS;;
Ne;1;4550.640;0.020;4550.626;0.021;10;;;150858.5079;172827.35;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).10d;2[7/2]*;3;;;L3469;
Ne;2;4551.67;0.04;4551.6552;0.0008;12w;;;281025.9326;302989.805;2s2.2p4.(3P).3d;2F;5/2;2s2.2p4.(3P<2>).4f;2[1]*;3/2;;;L1406;
Ne;7;4552.5;1.5;4552.9;1.5;20;;;1618118;1640076;1s2.2s.10[h-m];;;1s2.2s.13[i-q];;;;;L9089;
Ne;1;4552.5980;0.0010;4552.5983;0.0011;300;;;150121.5922;172080.915;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).9s;2[3/2]*;1;;;L7292;
Ne;2;4553.1731;0.0019;4553.1715;0.0007;140;;;280947.0768;302903.635;2s2.2p4.(3P).3d;4F;3/2;2s2.2p4.(3P<2>).4f;2[2]*;5/2;;;L9088;
Ne;2;4553.399;0.003;4553.3951;0.0008;100;;;280947.0768;302902.557;2s2.2p4.(3P).3d;4F;3/2;2s2.2p4.(3P<2>).4f;2[2]*;3/2;;;L1406;
Ne;1;4554.415;0.020;4554.420;0.015;100;;;151038.4524;172988.99;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).8d;2[3/2]*;1;;;L3469;
Ne;1;4554.561;0.020;4554.5741;0.0015;50;;;150121.5922;172071.389;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).9s;2[3/2]*;2;;;L3469;
Ne;1;4554.824;0.020;4554.819;0.017;400;;;151038.4524;172987.07;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).8d;2[3/2]*;2;;;L3469;
Ne;1;4555.392;0.020;4555.3870;0.0009;300;;;150315.8612;172261.741;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).8s;2[1/2]*;1;;;L3469;
Ne;7;4555.4;1.5;4555.4;1.5;30;;;1605519;1627465;1s2.2s.9ikl;;;1s2.2s.11[k-n];;;;;L9089;
Ne;1;4556.698;0.020;4556.697;0.010;20;;;150917.4307;172857.00;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;2s2.2p5.(2P*<1/2>).9s;2[1/2]*;1;;;L3469;
Ne;2;4561.994;0.020;4561.9908;0.0007;12;;;280989.5229;302903.635;2s2.2p4.(3P).3d;4P;3/2;2s2.2p4.(3P<2>).4f;2[2]*;5/2;;;L1406;
Ne;2;4562.20;0.04;4562.2153;0.0008;40w;;;280989.5229;302902.557;2s2.2p4.(3P).3d;4P;3/2;2s2.2p4.(3P<2>).4f;2[2]*;3/2;;;L1406;
Ne;1;4562.449;0.020;4562.458;0.015;10;;;150917.4307;172829.30;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;2s2.2p5.(2P*<3/2>).10d;2[3/2]*;1;;;L3469;
Ne;2;4565.1;0.5;4565.2623;0.0004;;;;224699.2716;246597.6805;2s2.2p4.(3P).3s;2P;1/2;2s2.2p4.(3P).3p;4P*;1/2;;;L9088c153;
Ne;2;4565.539;0.007;4565.5543;0.0006;22;;;280947.0768;302844.085;2s2.2p4.(3P).3d;4F;3/2;2s2.2p4.(3P<2>).4f;2[3]*;5/2;;;L9088;
Ne;1;4565.8880;0.0010;4565.8886;0.0013;600;;;150315.8612;172211.266;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).8d;2[5/2]*;3;;;L7292;
Ne;1;4566.830;0.020;4566.8264;0.0023;400;;;150315.8612;172206.770;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).8d;2[3/2]*;2;;;L3469;
Ne;1;4567.139;0.020;4567.1389;0.0005;150;;;150315.8612;172205.272;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).8d;2[7/2]*;3;;;L3469;
Ne;1;4567.845;0.020;4567.8472;0.0023;100;;;150315.8612;172201.878;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).8d;2[1/2]*;1;;;L3469;
Ne;2;4569.057;0.003;4569.0569;0.0006;200;;;281720.2755;303600.498;2s2.2p4.(3P).3d;2P;3/2;2s2.2p4.(3P<1>).4f;2[3]*;5/2;;;L1406;
Ne;2;4569.604;0.020;4569.5832;0.0006;22;;;281025.9326;302903.635;2s2.2p4.(3P).3d;2F;5/2;2s2.2p4.(3P<2>).4f;2[2]*;5/2;;;L1406;
Ne;1;4573.0609;0.0020;4573.0604;0.0007;50;;;149824.2215;171685.289;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).7d;2[5/2]*;2;;;L4498;
Ne;1;4573.557;0.020;4573.5573;0.0019;500;;;149824.2215;171682.914;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).7d;2[3/2]*;1;;;L3469;
Ne;1;4573.898;0.020;4573.8850;0.0013;300;;;149824.2215;171681.348;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).7d;2[3/2]*;2;;;L3469;
Ne;2;4574.420;0.003;4574.4217;0.0006;40;;;280989.5229;302844.085;2s2.2p4.(3P).3d;4P;3/2;2s2.2p4.(3P<2>).4f;2[3]*;5/2;;;L1406;
Ne;1;4575.0620;0.0004;4575.0614;0.0007;3000;;;149824.2215;171675.728;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).7d;2[7/2]*;3;;;L3451;
Ne;2;4575.311;0.020;4575.3173;0.0006;40;;;291801.858;313652.1424;2s2.2p4.(3P).4p;4D*;3/2;2s2.2p4.(3P).6s;4P;3/2;;;L1406;
Ne;1;4575.858;0.020;4575.8571;0.0023;200;;;149824.2215;171671.928;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).7d;2[1/2]*;1;;;L3469;
Ne;2;4580.4180;0.0014;4580.4188;0.0004;160;;;281998.2635;303824.2119;2s2.2p4.(3P).4s;4P;5/2;2s2.2p4.(3P<0>).4f;2[3]*;7/2;;;L9088;
Ne;2;4582.00;0.04;4581.9934;0.0008;40bl;;;281171.3566;302989.805;2s2.2p4.(3P).3d;4P;5/2;2s2.2p4.(3P<2>).4f;2[1]*;3/2;;;L1406;
Ne;1;4582.0350;0.0010;4582.0397;0.0004;1500;;;149824.2215;171642.4494;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<1/2>).6d;2[5/2]*;3;;;L7292;
Ne;2;4582.043;0.010;4582.0555;0.0007;60bl;;;281025.9326;302844.085;2s2.2p4.(3P).3d;2F;5/2;2s2.2p4.(3P<2>).4f;2[3]*;5/2;;;L1406;
Ne;1;4582.105;0.020;4582.1009;0.0003;150;;;149824.2215;171642.1580;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<1/2>).6d;2[5/2]*;2;;;L3469;
Ne;1;4582.4521;0.0004;4582.4505;0.0009;1500;;;149657.0392;171473.311;2s2.2p5.(2P*<3/2>).3p;2[5/2];3;2s2.2p5.(2P*<3/2>).8s;2[3/2]*;2;;;L3451;
Ne;1;4582.556;0.020;4582.5596;0.0003;150;;;149824.2215;171639.9741;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<1/2>).6d;2[3/2]*;2;;;L3469;
Ne;1;4582.980;0.020;4582.995;0.013;50;;;151038.4524;172852.13;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).9s;2[1/2]*;0;;;L3469;
Ne;1;4585.876;0.020;4585.869;0.013;100;;;150772.1118;172572.12;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).9d;2[5/2]*;2;;;L3469;
Ne;1;4586.145;0.020;4586.141;0.011;20;;;150772.1118;172570.83;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).9d;2[3/2]*;1;;;L3469;
Ne;2;4588.1330;0.0015;4588.1359;0.0006;160;;;281720.2755;303509.514;2s2.2p4.(3P).3d;2P;3/2;2s2.2p4.(3P<1>).4f;2[2]*;5/2;;;L9088;
Ne;2;4588.358;0.020;4588.3583;0.0008;22;;;281720.2755;303508.458;2s2.2p4.(3P).3d;2P;3/2;2s2.2p4.(3P<1>).4f;2[2]*;3/2;;;L1406;
Ne;1;4593.243;0.020;4593.2342;0.0011;500;;;150315.8612;172080.915;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).9s;2[3/2]*;1;;;L3469;
Ne;1;4595.249;0.020;4595.2455;0.0015;500;;;150315.8612;172071.389;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).9s;2[3/2]*;2;;;L3469;
Ne;7;;;4600;50;;3.5e+05;B;1172350;1194060;1s2.2p.3p;3P;2;1s2.2p.3d;3D*;1;;T5633c91,LS;;
Ne;2;4600.152;0.006;4600.1616;0.0006;40bl;;;281171.3566;302903.635;2s2.2p4.(3P).3d;4P;5/2;2s2.2p4.(3P<2>).4f;2[2]*;5/2;;;L9088;
Ne;1;4604.095;0.020;4604.095;0.013;150;;;150858.5079;172572.22;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).9d;2[5/2]*;3;;;L3469;
Ne;2;4604.469;0.020;4604.471;0.017;40;;;301801.0594;323513.00;2s2.2p4.(3P).4d;4D;7/2;2s2.2p4.(3P<2>).8f;2[4]*;9/2;;;L1406;
Ne;1;4604.680;0.020;4604.693;0.008;10;;;150858.5079;172569.40;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).9d;2[3/2]*;2;;;L3469;
Ne;1;4604.938;0.020;4604.9404;0.0005;50;;;150772.1118;172481.8376;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).10s;2[3/2]*;1;;;L3469;
Ne;2;4606.697;0.020;4606.6954;0.0006;100;;;291202.0096;312903.4650;2s2.2p4.(3P).4p;4D*;7/2;2s2.2p4.(3P).6s;4P;5/2;;;L1406;
Ne;1;4609.365;0.020;4609.3719;0.0023;300;;;150772.1118;172460.966;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).7d;2[3/2]*;1;;;L3469;
Ne;4;4609.8;1.5;4609.8;1.5;5i;;;714325?;736012?;2s2.2p2.(3P<2>).5g;2[6];;2s2.2p2.(3P<2>).6h;2[7]*;;;;L397,L17865;
Ne;1;4609.9100;0.0010;4609.9116;0.0015;1500;;;150772.1118;172458.427;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).7d;2[5/2]*;2;;;L7292;
Ne;2;4610.151;0.020;4610.1492;0.0004;80;;;291495.0176;313180.2149;2s2.2p4.(3P).4p;4D*;5/2;2s2.2p4.(3P).6s;2P;3/2;;;L1406;
Ne;2;4612.802;0.020;4612.8016;0.0007;12;;;281171.3566;302844.085;2s2.2p4.(3P).3d;4P;5/2;2s2.2p4.(3P<2>).4f;2[3]*;5/2;;;L1406;
Ne;2;4612.928;0.010;4612.9242;0.0009;22w;;;281171.3566;302843.509;2s2.2p4.(3P).3d;4P;5/2;2s2.2p4.(3P<2>).4f;2[3]*;7/2;;;L1406;
Ne;1;4614.3910;0.0010;4614.3908;0.0011;1000;;;149824.2215;171489.486;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).8s;2[3/2]*;1;;;L7292;
Ne;2;4615.563;0.010;4615.5508;0.0007;22w;;;281171.3566;302831.176;2s2.2p4.(3P).3d;4P;5/2;2s2.2p4.(3P<2>).4f;2[4]*;7/2;;;L1406;
Ne;2;4616.0911;0.0011;4616.0912;0.0009;180;;;281332.521;302989.805;2s2.2p4.(3P).3d;2P;1/2;2s2.2p4.(3P<2>).4f;2[1]*;3/2;;;L5951;
Ne;2;4616.30;0.04;4616.2928;0.0019;12w;;;281332.521;302988.859;2s2.2p4.(3P).3d;2P;1/2;2s2.2p4.(3P<2>).4f;2[1]*;1/2;;;L1406;
Ne;1;4616.911;0.020;4616.919;0.011;50;;;150917.4307;172570.83;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;2s2.2p5.(2P*<3/2>).9d;2[3/2]*;1;;;L3469;
Ne;1;4617.8370;0.0010;4617.8385;0.0009;700;;;149824.2215;171473.311;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).8s;2[3/2]*;2;;;L7292;
Ne;2;4624.251;0.007;4624.2623;0.0004;120;;;292033.1263;313652.1424;2s2.2p4.(3P).4p;2D*;5/2;2s2.2p4.(3P).6s;4P;3/2;;;L9088;
Ne;1;4627.799;0.020;4627.8067;0.0024;20;;;150858.5079;172460.966;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).7d;2[3/2]*;1;;;L3469;
Ne;2;4627.9810;0.0011;4627.9807;0.0006;160;;;281998.2635;303599.9098;2s2.2p4.(3P).4s;4P;5/2;2s2.2p4.(3P<1>).4f;2[3]*;7/2;;;L9088;
Ne;4;4628.0;1.5;4627.9;1.5;1i;;;713580?;735182?;2s2.2p2.(3P<1>).5g;2[4];;2s2.2p2.(3P<1>).6h;2[5]*;;;;L397,L17865;
Ne;1;4628.3113;0.0004;4628.3109;0.0007;1500;;;150858.5079;172458.613;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).7d;2[5/2]*;3;;;L3451;
Ne;1;4628.460;0.020;4628.4802;0.0017;300;;;150858.5079;172457.823;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).7d;2[3/2]*;2;;;L3469;
Ne;3;4628.87;0.10;4628.75;0.10;20w*;5.8e+06;D;449582.924;471181.0;2s2.2p3.(4S*).4f;3F;4;2s2.2p3.(4S*).5d;3D*;3;;T8046;L10704;
Ne;3;4628.87;0.10;4628.86;0.10;20w*;5.0e+05;D;449583.48;471181.0;2s2.2p3.(4S*).4f;3F;3;2s2.2p3.(4S*).5d;3D*;3;;T8046;L10704;
Ne;3;4628.87;0.10;4628.86;0.10;20w*;5.6e+06;D;449583.48;471181.0;2s2.2p3.(4S*).4f;3F;3;2s2.2p3.(4S*).5d;3D*;2;;T8046;L10704;
Ne;3;4628.87;0.10;4628.98;0.10;20w*;7.0e+05;D;449584.03;471181.0;2s2.2p3.(4S*).4f;3F;2;2s2.2p3.(4S*).5d;3D*;2;;T8046;L10704;
Ne;4;4629.6;1.5;4629.6;1.5;1i;;;743464?;765058;2s2.2p2.(1D<2>).5g;2[5];;2s2.2p2.(1D<2>).6h;2[6]*;;;;L397,L17865;
Ne;4;4634.4;1.5;4634.3;1.5;1i;;;714422?;735994?;2s2.2p2.(3P<2>).5g;2[2];;2s2.2p2.(3P<2>).6h;2[3]*;;;;L397,L17865;
Ne;2;4634.7623;0.0017;4634.7630;0.0009;140;;;281332.521;302902.557;2s2.2p4.(3P).3d;2P;1/2;2s2.2p4.(3P<2>).4f;2[2]*;3/2;;;L5951;
Ne;2;4635.382;0.020;4635.3824;0.0004;100;;;292451.7592;314018.9129;2s2.2p4.(3P).4p;2D*;3/2;2s2.2p4.(3P).6s;2P;1/2;;;L1406;
Ne;1;4636.1250;0.0010;4636.1255;0.0007;700;;;150121.5922;171685.289;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).7d;2[5/2]*;2;;;L7292;
Ne;1;4636.6362;0.0020;4636.6362;0.0019;700;;;150121.5922;171682.914;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).7d;2[3/2]*;1;;;L4498;
Ne;1;4636.974;0.020;4636.9729;0.0013;500;;;150121.5922;171681.348;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).7d;2[3/2]*;2;;;L3469;
Ne;4;4637.7;1.5;4637.8;1.5;1i;;;713370?;734926?;2s2.2p2.(3P<0>).5g;2[4];;2s2.2p2.(3P<0>).6h;2[5]*;;;;L397,L17865;
Ne;1;4639.591;0.020;4639.5932;0.0024;300;;;150121.5922;171669.172;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).7d;2[1/2]*;0;;;L3469;
Ne;1;4640.443;0.020;4640.4643;0.0024;700;;;150917.4307;172460.966;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;2s2.2p5.(2P*<1/2>).7d;2[3/2]*;1;;;L3469;
Ne;1;4643.182;0.020;4643.177;0.009;50;;;151038.4524;172569.40;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).9d;2[3/2]*;2;;;L3469;
Ne;1;4643.931;0.020;4643.926;0.011;20;;;151038.4524;172565.93;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).9d;2[1/2]*;1;;;L3469;
Ne;1;4644.833;0.020;4644.8293;0.0007;400;;;150121.5922;171644.882;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).6d;2[3/2]*;1;;;L3469;
Ne;1;4645.4180;0.0004;4645.4172;0.0004;3000;;;150121.5922;171642.1580;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).6d;2[5/2]*;2;;;L3451;
Ne;1;4645.885;0.020;4645.8887;0.0003;10;;;150121.5922;171639.9741;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).6d;2[3/2]*;2;;;L3469;
Ne;4;4646.8;1.5;4646.8;1.5;2i;;;713775?;735289?;2s2.2p2.(3P<1>).5g;2[3];;2s2.2p2.(3P<1>).6h;2[4]*;;;;L397,L17865;
Ne;2;4646.810;0.003;4646.8131;0.0011;100;;;283894.3965;305408.498;2s2.2p4.(3P).4s;2P;1/2;2s2.2p4.(1S).3p;2P*;1/2;;;L1406;
Ne;2;4647.429;0.020;4647.4289;0.0006;40;;;281998.2635;303509.514;2s2.2p4.(3P).4s;4P;5/2;2s2.2p4.(3P<1>).4f;2[2]*;5/2;;;L1406;
Ne;2;4648.944;0.020;4648.9526;0.0006;22;;;283894.3965;305398.5968;2s2.2p4.(3P).4s;2P;1/2;2s2.2p4.(1S).3p;2P*;3/2;;;L1406;
Ne;1;4649.9040;0.0010;4649.9065;0.0003;700;;;149824.2215;171324.0107;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<1/2>).7s;2[1/2]*;1;;;L7292;
Ne;9;;;4650;3;;1.309e+07;AA;8623000.;8644500.;1s.3s;3S;1;1s.3p;3P*;1;;T7543LS;;
Ne;2;4650.000;0.020;4650.0029;0.0005;40;;;291495.0176;312994.3611;2s2.2p4.(3P).4p;4D*;5/2;2s2.2p4.(3P).5d;4F;7/2;;;L1406;
Ne;4;4651.6;1.5;4651.6;1.5;2i*;;;714675?;736167?;2s2.2p2.(3P<2>).5g;2[4];;2s2.2p2.(3P<2>).6h;2[5]*;;;;L397;
Ne;4;4651.6;1.5;4651.6;1.5;2i*;;;713773?;735265?;2s2.2p2.(3P<1>).5g;2[5];;2s2.2p2.(3P<1>).6h;2[6]*;;;;L397,L17865;
Ne;1;4652.101;0.020;4652.1049;0.0009;300;;;150772.1118;172261.741;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).8s;2[1/2]*;1;;;L3469;
Ne;1;4653.699;0.020;4653.7174;0.0020;500;;;150772.1118;172254.295;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).8s;2[1/2]*;0;;;L3469;
